ㄅ,b ,res/ㄅ.wav
ㄆ,p ,res/ㄆ.wav
ㄇ,m ,res/ㄇ.wav
ㄈ,f,res/ㄈ.wav
ㄉ,d,res/ㄉ.wav
ㄊ,t ,res/ㄊ.wav
ㄋ,n ,res/ㄋ.wav
ㄌ,l,res/ㄌ.wav
ㄍ,g ,res/ㄍ.wav
ㄎ,k ,res/ㄎ.wav
ㄏ,h,res/ㄏ.wav
ㄐ,j ,res/ㄐ.wav
ㄑ,q ,res/ㄑ.wav
ㄒ,x,res/ㄒ.wav
ㄓ,zh,res/ㄓ.wav
ㄔ,ch,res/ㄔ.wav
ㄕ,sh,res/ㄕ.wav
ㄖ,r,res/ㄖ.wav
ㄗ,z,res/ㄗ.wav
ㄘ,c,res/ㄘ.wav
ㄙ,s,res/ㄙ.wav
